text,label,Translations
Call M'kflono M'kflooniloo. Ha-ha. Ha. [Calling Rajesh Koothrappali],1,मैं 'म्कफ्लोनो म्कफ्लूनीलू' को कॉल कर रहा हूं। हाहा। हा। [राजेश कूथ्रपाली को कॉल कर रहा है।]
"She got here today and she's just been in my apartment yakking about every guy she slept with in Omaha, which is every guy in Omaha......and washing the sluttiest collection of underwear you have ever seen in my bathroom sink.",1,"वह आज यहां आई थी और मेरे अपार्टमेंट में हर वह आदमी के बारे में बात कर रही थी जिसके साथ वह ओमाहा में सो चुकी थी, जो ओमाहा के हर आदमी था ....... और मेरे बाथरूम सिंक में आपने कभी नहीं देखी होगी उस सबसे घटिया उत्तरजीविता वाली चीजों को धो रही थी।"
Who needs Halo when we can be regaled with the delightfully folksy tale of the whore of Omaha,1,हेलो की जगह ओमाहा की वह रंडी के दिलचस्प लोक कथाओं से हमें कौन चाहिए 
"No, yeah, she's definitely a whore. I mean, she has absolutely no standards.",1,"नहीं, हाँ, वह निश्चित रूप से एक वेश्या है। मैं मतलब वह पूरी तरह से अपने मानकों को नहीं रखती है। "
"Sure, cut the foreigner in half. There's a billion more where he came from.",1,"हां, विदेशी को दो टुकड़ों में काट दो। जहाँ से वह आया है, वहां से अब तक एक अरब और आ चुके हैं। "
"It's called carpal tunnel syndrome, and quite frankly, you deserve it.",1,"इसे कार्पल टनल सिंड्रोम कहते हैं, और सच कहूं तो, तुम इसके लायक हो। "
She'll have sex with anyone as long as they keep buying her things.,1,वह किसी भी व्यक्ति के साथ सेक्स करेगी जब तक वे उसे चीजें खरीदते रहें। 
Oh. Where's your annoying little friend who thinks he speaks Mandarin?,1,"ओह। तुम्हारा तंग करने वाला छोटा दोस्त जो मैंडरिन बोलता है, वह कहाँ है?"
"Not only are there children starving in India, there's an Indian starving right here.",1," न केवल भारत में भूख लगी बच्चे हैं, बल्कि यहां एक भारतीय भूखा मर रहा है।"
I thought she was the whore of Omaha.,1, मैंने सोचा था कि वह ओमाहा की वेश्या थी।
You were a colossal asshat.,1, तुम एक विशाल गधेड़े थे। 
"Yes, but I'm finding that having a lackey suits me. I'm sorry, is that politically incorrect? In India, we just call them untouchables.",1,"हां, लेकिन मैं यह खोज रहा हूं कि एक चपरासी होना मुझे फिट होता है। माफ़ कीजिये, क्या यह राजनीतिक रूप से गलत है? भारत में हम उन्हें छूटनहींदेते हैं।"
"No, it's time to put on some R. Kelly and suck face.",1,"नहीं, अब R. केली से कुछ गाने बजाने का और चुम्बन का समय है।"
"Mommy, Daddy, I want you to meet my new squeeze, Penny.",1,"मम्मी, पैपा, मैं आपको मेरी नई दिलचस्पी, पेनी से मिलवाना चाहती हूँ।"
What? I'm not gonna apologize to that nutcase.,1,क्या? मैं उस पागल से माफ़ी नहीं मांगूँगा।
"Ah, gravity, thou art a heartless bitch",1,"अह, गुरुत्वाकर्षण, तुम एक निर्दय दुष्ट हो।"
"Son of a bitch! You sick, geeky bastards!",1,"कुत्ते के बच्चो! तुम बीमार, अश्लील बेवकूफों!"
