Text,label,Translations
Okay there's enthusiastic and there's plain gay,1,ठीक है वहाँ उत्साही है और वहाँ सादा समलैंगिक है
Oh my god! You are a 30 year old fat virgin.,1,अरे बाप रे! आप 30 साल की मोटी कुंवारी हैं।
"Joey, you are turning into a woman slowly.",1,"जॉय, तुम धीरे-धीरे एक महिला में बदल रही हो।"
"That's funny, 'cause I was thinking you look more like Joey Tribbiani, man slash woman.",1,"यह मजाक है, क्योंकि मुझे लग रहा था कि आप जोए ट्रिबियानी की तरह दिख रहे हैं, पुरुष / महिला।"
"Ew, ew, ew, ew ew ew ew ew. Ugly Naked Guy got a Thighmaster.",1,"इंयू, इंयू, इंयू, इंयू इंयू इंयू इंयू। बेदर्द न्यूड आदमी ने थायमास्टर ख़रीदा है।"
"Now, are you his Mother or his Father? What? I've never seen one before! I never even got a chance to pretend I'm okay with it...",1,"अब, क्या आप उसकी माँ हैं या उसके पिता? क्या? मैंने कभी ऐसा नहीं देखा! मुझे तो यह भी मौका नहीं मिला कि मैं ठीक हूँ ऐसा दिखाएँ।"
"No, I'm sorry. Look I don't think that's what you wanna hear right now but I can't help it. I love marriage.",0,"नहीं मुझे माफ कर दो। देखिए, मुझे नहीं लगता कि आप अभी यही सुनना चाहते हैं, लेकिन मैं इसमें कुछ नहीं कर सकता। मुझे शादी पसंद है।"
It's so weird seeing Ross and Rachel with a baby. It's just so grown up.,0,रॉस और रेचेल को एक बच्चे के साथ देखना कितना अजीब है। यह अभी इतना बड़ा हो गया है।
She doesn’t want her parents to know she’s drunk.,0,वह नहीं चाहती कि उसके माता-पिता को पता चले कि वह नशे में है।
"I know you probably don’t want to go out with me, y’know because I make too many jokes and I’ve never been in a serious relationship and I guess I’m not technically a ""doctor…""",0,"मुझे पता है कि आप शायद मेरे साथ बाहर नहीं जाना चाहते हैं, क्योंकि मैं बहुत अधिक मजाक करता हूं और मैं कभी गंभीर रिश्ते में नहीं रहा हूं और मुझे लगता है कि मैं तकनीकी रूप से ""डॉक्टर ..."" नहीं हूं।"
"Look, I told ya, I’m not going to any clinic! I don’t have a problem, you’re the one with the problem! You should go to a ""Quit being a baby and leave me alone"" clinic!",0,"देखो, मैंने तुमसे कहा था, मैं किसी क्लिनिक नहीं जा रहा हूँ! मुझे कोई समस्या नहीं है, आप समस्या वाले हैं! आपको ""बच्चा बनना छोड़ो और मुझे अकेला छोड़ दो"" क्लिनिक जाना चाहिए!"
Chandler! Everyone--no one's eating my Tuscan finger food 'cause they're all filling up on Phoebe's snow cones!,0,"चांडलर! हर कोई--कोई भी मेरा टस्कन फिंगर फूड नहीं खा रहा है, क्योंकि वे सभी फीबे के बर्फीले शंकुओं को भर रहे हैं!"
"Yeah, remember that thing I told you that happened yesterday? Well it didn’t happen.",0,"हाँ, वह बात याद है जो मैंने तुमसे कही थी जो कल हुई थी? खैर ऐसा नहीं हुआ।"
"You know, Ross, some scientists are now saying that, that monkeys and babies are actually different.",0,"तुम्हें पता है, रॉस, कुछ वैज्ञानिक अब कह रहे हैं कि बंदर और बच्चे वास्तव में अलग हैं।"
"Uh, Pheebs, while we’re hovering around the subject. I just have to say dinosaurs, they-they don’t go, rrroof!",0,"उह, फीब्स, जबकि हम विषय के इर्द-गिर्द मँडरा रहे हैं। मुझे बस इतना कहना है कि डायनासोर, वे-वे नहीं जाते, छत!"
"Well, you said that you had customers lined up in the street, so I am here to entertain!",0,"ठीक है, आपने कहा था कि आपके ग्राहक गली में कतार में खड़े थे, इसलिए मैं यहाँ मनोरंजन करने के लिए हूँ!"
"Me too. Yeah, this place is great. I'm so happy for you guys. Although, you know, I hope you like fungus.",0,"मैं भी। हाँ, यहाँ बहुत अच्छा है। मैं तुम लोगों के लिए खुश हूँ। हालांकि, तुम्हें ख़मीर पसंद होगा उम्मीद है।"
Emily's cousin kicked me out!,0,एमिली के चचेरे भाई ने मुझे बाहर निकाल दिया!
"Oh please, and you knew how much I liked her.",0,"ओह कृपया, और आप जानते थे कि मैं उसे कितना पसंद करता था।"
"It's an honor to meet you. I can't tell you how long I've been an admirer of your work, I mean, that Nobel prize,  whoooo! I mean, I have to tell you that, you're one of the reasons I got into the field.",0,"आपसे मिलकर गर्व हो रहा है। मैं आपको बता नहीं सकता कि मैंने आपके काम की कितनी देर से प्रशंसा की है, मेरा मतलब है, वह नोबेल पुरस्कार, वूः! मैंने आपको इस क्षेत्र में जाने का कारण माना है, इसे आपको बताना होगा।"
Oh great! We’re going out again Saturday. But I just found she’s also seeing some other guy.,0,"वाह, बहुत अच्छा! हम फिर से शनिवार को बाहर जा रहे हैं। लेकिन मैंने अभी यह जान लिया है कि वह किसी और लड़के के साथ भी मिल रही है। "
"Well, that’s pretty much all I’m looking for from these people.",0,"ठीक है, यही वह सब है जिसे मैं इन लोगों से चाहता हूँ।"
"Yeah, y'know the ah, the girlfriend I told you about last night?  Well it turns out she ah, she wants to get back together with me. Oh, I found it!!",0,"हाँ, तुम जानते हो, वह आह, वह मेरी बात कर रही थी जिसके बारे में कल रात कहा था? यह बात साबित हुई है कि वह फिर से मेरे साथ मिलना चाहती है। ओह, मैंने यह पाया है!"
"Well, I think I broke it. But that’s all right, here’s the number you can call.",0,"ठीक है, मुझे लगता है मैंने उसे टूट दिया है। लेकिन यह ठीक है, यहाँ आपको कॉल कर सकते हैं नंबर है।"
"Nothing! You have apologized to her like a million times and she’s been nothing but terrible to you. And don’t forget you just threw her daughter a lovely, albeit slightly boring, shower, and she hasn’t even thanked you for it.",0,"कुछ नहीं! आपने उसे बहुत सारी बार माफी माँगी है और वह आपके प्रति केवल अत्यंत बुरी रही है। और याद रखें, आपने उसकी बेटी के लिए एक प्यारी, यद्यपि थोड़ी बोरिंग, शावर आयोजित की थी, और उसने आपको इसके लिए धन्यवाद तक नहीं दिया।"
"Listen umm, I’ve been thinking, it’s not fair for me to ask you to spend all of your money on our wedding. I mean, you work, you work really hard for that.",0,"सुनिए, उम्मीद है, मैं सोच रही थी, मेरे द्वारा आपसे अपनी शादी पर सभी पैसे खर्च करने का अनुरोध करना न्यायसंगत नहीं है। मेरा मतलब है, आप काम करते हैं, आप वास्तव में इसके लिए कठिन प्रयास करते हैं।"
"Come on, I don't really want to be doing this right now. I am carrying a very heavy couch.",0,"चलिए, मुझे वास्तव में अभी इसे करना नहीं है। मैं एक बहुत भारी सोफ़ा उठा रहा हूँ।"
"All right! Fine! But it’s just a lunch date, no more than an hour! And from now on I get my own dates, I don’t want you setting me up with anybody ever again!",0,"ठीक है! ठीक है! लेकिन यह सिर्फ एक लंच डेट है, एक घंटे से ज्यादा नहीं! और अब से मैं अपनी खुद की डेट्स ढूंढूंगी, मुझे चाहिए कि आप किसी के साथ मेरा मिलाना न करें!"
"Or, y’know, I used to beg for money. Of course it helps if you’ve got y’know a little of this  goin’ on. Wow! I still have it!",0,"या फिर, आपको पैसे मांगने के लिए विनती करनी पड़ती थी। बेशक, यह मदद करता है अगर आपके पास इसमें थोड़ा चमक हो। वाह! मेरे पास यह अभी भी है!"
"Okay, see that blind guy right there? I'm gonna bash his head in later.",0,"ठीक है, देखिए वहाँ वह अंधा आदमी है? मैं बाद में उसके सिर को मारूंगा।"
You’re the most beautiful bride I’ve ever seen.,0,आप सबसे सुंदर दुल्हन हो जो मैंने कभी देखी है।
"No. All right, y’know what, she’s  gonna think that I’m handing you a credit card, but what I’m really gonna do is hand you a library card.",0,"नहीं। ठीक है, आपको पता है, वह सोचेगी कि मैं आपको एक क्रेडिट कार्ड दे रहा हूँ, लेकिन वास्तव में मैं आपको एक लाइब्रेरी कार्ड दे रहा हूँ।"
"Look, I just need a wire something to jimmy it. Oh hey, one of you guys give me the underwire from your bra!",0,"देखो, मुझे बस एक तार चाहिए, उसे खोलने के लिए। ओह, हे, तुम में से कोई लड़का मेरे ब्रा की नीचे की तार दे दो!"
"There's a pregnant woman in Ohio, and she picked us!",0,"ओहायो में एक गर्भवती महिला है, और उसने हमें चुना है!"
"Well, I have a girlfriend, I’m-I’m happy. So, I no longer feel the need to go out of my way to stop others from being happy.",0,"ठीक है, मेरी एक गर्लफ्रेंड है, मैं खुश हूँ। इसलिए, अब मुझे यह आवश्यकता महसूस नहीं होती कि मैं दूसरों को खुश रहने से रोकने के लिए अतिरिक्त प्रयास करूं।"
"Yeah, they do! Quit being a baby and leave me alone! There, you’ve just had your first class!",0,"हाँ, वे करते हैं! बच्चे की तरह बनना छोड़ो और मुझे अकेला छोड़ो! देखो, तुमने अभी अपना पहला सबक सिख लिया है! "
Okay! Okay! Okay! You win! You win!! I can't have sex with ya!,0,ठीक है! ठीक है! ठीक है! तुम जीत गए! तुम जीत गए!! मैं तुमसे सेक्स नहीं कर सकता!
